"UNISTR_CHR","UNISTR_TXT","HTML_ENTITY","NOTES"
"\D800\DD5C","\D800\DD5C","&#x1015c;","GREEK ACROPHONIC THESPIAN TWO"
"\D800\DD5D","\D800\DD5D","&#x1015d;","GREEK ACROPHONIC CYRENAIC TWO DRACHMAS"
"\D800\DD5E","\D800\DD5E","&#x1015e;","GREEK ACROPHONIC EPIDAUREAN TWO DRACHMAS"
"\D800\DD5F","\D800\DD5F","&#x1015f;","GREEK ACROPHONIC TROEZENIAN FIVE"
"\D800\DD60","\D800\DD60","&#x10160;","GREEK ACROPHONIC TROEZENIAN TEN"
"\D800\DD61","\D800\DD61","&#x10161;","GREEK ACROPHONIC TROEZENIAN TEN ALTERNATE FORM"
"\D800\DD62","\D800\DD62","&#x10162;","GREEK ACROPHONIC HERMIONIAN TEN"
"\D800\DD63","\D800\DD63","&#x10163;","GREEK ACROPHONIC MESSENIAN TEN"
"\D800\DD64","\D800\DD64","&#x10164;","GREEK ACROPHONIC THESPIAN TEN"
"\D800\DD65","\D800\DD65","&#x10165;","GREEK ACROPHONIC THESPIAN THIRTY"
"\D800\DD66","\D800\DD66","&#x10166;","GREEK ACROPHONIC TROEZENIAN FIFTY"
"\D800\DD67","\D800\DD67","&#x10167;","GREEK ACROPHONIC TROEZENIAN FIFTY ALTERNATE FORM"
"\D800\DD68","\D800\DD68","&#x10168;","GREEK ACROPHONIC HERMIONIAN FIFTY"
"\D800\DD69","\D800\DD69","&#x10169;","GREEK ACROPHONIC THESPIAN FIFTY"
"\D800\DD6A","\D800\DD6A","&#x1016a;","GREEK ACROPHONIC THESPIAN ONE HUNDRED"
"\D800\DD6B","\D800\DD6B","&#x1016b;","GREEK ACROPHONIC THESPIAN THREE HUNDRED"
"\D800\DD6C","\D800\DD6C","&#x1016c;","GREEK ACROPHONIC EPIDAUREAN FIVE HUNDRED"
"\D800\DD6D","\D800\DD6D","&#x1016d;","GREEK ACROPHONIC TROEZENIAN FIVE HUNDRED"
"\D800\DD6E","\D800\DD6E","&#x1016e;","GREEK ACROPHONIC THESPIAN FIVE HUNDRED"
"\D800\DD6F","\D800\DD6F","&#x1016f;","GREEK ACROPHONIC CARYSTIAN FIVE HUNDRED"
"\D800\DD70","\D800\DD70","&#x10170;","GREEK ACROPHONIC NAXIAN FIVE HUNDRED"
"\D800\DD71","\D800\DD71","&#x10171;","GREEK ACROPHONIC THESPIAN ONE THOUSAND"
"\D800\DD72","\D800\DD72","&#x10172;","GREEK ACROPHONIC THESPIAN FIVE THOUSAND"
"\D800\DD73","\D800\DD73","&#x10173;","GREEK ACROPHONIC DELPHIC FIVE MNAS"
"\D800\DD74","\D800\DD74","&#x10174;","GREEK ACROPHONIC STRATIAN FIFTY MNAS"
"\D800\DD75","\D800\DD75","&#x10175;","GREEK ONE HALF SIGN"
"\D800\DD76","\D800\DD76","&#x10176;","GREEK ONE HALF SIGN ALTERNATE FORM"
"\D800\DD77","\D800\DD77","&#x10177;","GREEK TWO THIRDS SIGN"
"\D800\DD78","\D800\DD78","&#x10178;","GREEK THREE QUARTERS SIGN"
"\D800\DD79","\D800\DD79","&#x10179;","GREEK YEAR SIGN"
"\D800\DD7A","\D800\DD7A","&#x1017a;","GREEK TALENT SIGN"
"\D800\DD7B","\D800\DD7B","&#x1017b;","GREEK DRACHMA SIGN"
"\D800\DD7C","\D800\DD7C","&#x1017c;","GREEK OBOL SIGN"
"\D800\DD7D","\D800\DD7D","&#x1017d;","GREEK TWO OBOLS SIGN"
"\D800\DD7E","\D800\DD7E","&#x1017e;","GREEK THREE OBOLS SIGN"
"\D800\DD7F","\D800\DD7F","&#x1017f;","GREEK FOUR OBOLS SIGN"
"\D800\DD80","\D800\DD80","&#x10180;","GREEK FIVE OBOLS SIGN"
"\D800\DD81","\D800\DD81","&#x10181;","GREEK METRETES SIGN"
"\D800\DD82","\D800\DD82","&#x10182;","GREEK KYATHOS BASE SIGN"
"\D800\DD83","\D800\DD83","&#x10183;","GREEK LITRA SIGN"
"\D800\DD84","\D800\DD84","&#x10184;","GREEK OUNKIA SIGN"
"\D800\DD85","\D800\DD85","&#x10185;","GREEK XESTES SIGN"
"\D800\DD86","\D800\DD86","&#x10186;","GREEK ARTABE SIGN"
"\D800\DD87","\D800\DD87","&#x10187;","GREEK AROURA SIGN"
"\D800\DD88","\D800\DD88","&#x10188;","GREEK GRAMMA SIGN"
"\D800\DD89","\D800\DD89","&#x10189;","GREEK TRYBLION BASE SIGN"
"\D800\DD8A","\D800\DD8A","&#x1018a;","GREEK ZERO SIGN"
"\D800\DD8B","\D800\DD8B","&#x1018b;","GREEK ONE QUARTER SIGN"
"\D800\DD8C","\D800\DD8C","&#x1018c;","GREEK SINUSOID SIGN"
"\D800\DD8D","\D800\DD8D","&#x1018d;","GREEK INDICTION SIGN"
"\D800\DD8E","\D800\DD8E","&#x1018e;","NOMISMA SIGN"
"\D800\DD90","\D800\DD90","&#x10190;","ROMAN SEXTANS SIGN"
"\D800\DD91","\D800\DD91","&#x10191;","ROMAN UNCIA SIGN"
"\D800\DD92","\D800\DD92","&#x10192;","ROMAN SEMUNCIA SIGN"
"\D800\DD93","\D800\DD93","&#x10193;","ROMAN SEXTULA SIGN"
"\D800\DD94","\D800\DD94","&#x10194;","ROMAN DIMIDIA SEXTULA SIGN"
"\D800\DD95","\D800\DD95","&#x10195;","ROMAN SILIQUA SIGN"
"\D800\DD96","\D800\DD96","&#x10196;","ROMAN DENARIUS SIGN"
"\D800\DD97","\D800\DD97","&#x10197;","ROMAN QUINARIUS SIGN"
"\D800\DD98","\D800\DD98","&#x10198;","ROMAN SESTERTIUS SIGN"
"\D800\DD99","\D800\DD99","&#x10199;","ROMAN DUPONDIUS SIGN"
"\D800\DD9A","\D800\DD9A","&#x1019a;","ROMAN AS SIGN"
"\D800\DD9B","\D800\DD9B","&#x1019b;","ROMAN CENTURIAL SIGN"
"\D800\DD9C","\D800\DD9C","&#x1019c;","ASCIA SYMBOL"
"\D800\DDA0","\D800\DDA0","&#x101a0;","GREEK SYMBOL TAU RHO"
"\D800\DDD0","\D800\DDD0","&#x101d0;","PHAISTOS DISC SIGN PEDESTRIAN"
"\D800\DDD1","\D800\DDD1","&#x101d1;","PHAISTOS DISC SIGN PLUMED HEAD"
"\D800\DDD2","\D800\DDD2","&#x101d2;","PHAISTOS DISC SIGN TATTOOED HEAD"
"\D800\DDD3","\D800\DDD3","&#x101d3;","PHAISTOS DISC SIGN CAPTIVE"
"\D800\DDD4","\D800\DDD4","&#x101d4;","PHAISTOS DISC SIGN CHILD"
"\D800\DDD5","\D800\DDD5","&#x101d5;","PHAISTOS DISC SIGN WOMAN"
"\D800\DDD6","\D800\DDD6","&#x101d6;","PHAISTOS DISC SIGN HELMET"
"\D800\DDD7","\D800\DDD7","&#x101d7;","PHAISTOS DISC SIGN GAUNTLET"
"\D800\DDD8","\D800\DDD8","&#x101d8;","PHAISTOS DISC SIGN TIARA"
"\D800\DDD9","\D800\DDD9","&#x101d9;","PHAISTOS DISC SIGN ARROW"
"\D800\DDDA","\D800\DDDA","&#x101da;","PHAISTOS DISC SIGN BOW"
"\D800\DDDB","\D800\DDDB","&#x101db;","PHAISTOS DISC SIGN SHIELD"
"\D800\DDDC","\D800\DDDC","&#x101dc;","PHAISTOS DISC SIGN CLUB"
"\D800\DDDD","\D800\DDDD","&#x101dd;","PHAISTOS DISC SIGN MANACLES"
"\D800\DDDE","\D800\DDDE","&#x101de;","PHAISTOS DISC SIGN MATTOCK"
"\D800\DDDF","\D800\DDDF","&#x101df;","PHAISTOS DISC SIGN SAW"
"\D800\DDE0","\D800\DDE0","&#x101e0;","PHAISTOS DISC SIGN LID"
"\D800\DDE1","\D800\DDE1","&#x101e1;","PHAISTOS DISC SIGN BOOMERANG"
"\D800\DDE2","\D800\DDE2","&#x101e2;","PHAISTOS DISC SIGN CARPENTRY PLANE"
"\D800\DDE3","\D800\DDE3","&#x101e3;","PHAISTOS DISC SIGN DOLIUM"
"\D800\DDE4","\D800\DDE4","&#x101e4;","PHAISTOS DISC SIGN COMB"
"\D800\DDE5","\D800\DDE5","&#x101e5;","PHAISTOS DISC SIGN SLING"
"\D800\DDE6","\D800\DDE6","&#x101e6;","PHAISTOS DISC SIGN COLUMN"
"\D800\DDE7","\D800\DDE7","&#x101e7;","PHAISTOS DISC SIGN BEEHIVE"
"\D800\DDE8","\D800\DDE8","&#x101e8;","PHAISTOS DISC SIGN SHIP"
"\D800\DDE9","\D800\DDE9","&#x101e9;","PHAISTOS DISC SIGN HORN"
"\D800\DDEA","\D800\DDEA","&#x101ea;","PHAISTOS DISC SIGN HIDE"
"\D800\DDEB","\D800\DDEB","&#x101eb;","PHAISTOS DISC SIGN BULLS LEG"
"\D800\DDEC","\D800\DDEC","&#x101ec;","PHAISTOS DISC SIGN CAT"
"\D800\DDED","\D800\DDED","&#x101ed;","PHAISTOS DISC SIGN RAM"
"\D800\DDEE","\D800\DDEE","&#x101ee;","PHAISTOS DISC SIGN EAGLE"
"\D800\DDEF","\D800\DDEF","&#x101ef;","PHAISTOS DISC SIGN DOVE"
"\D800\DDF0","\D800\DDF0","&#x101f0;","PHAISTOS DISC SIGN TUNNY"
"\D800\DDF1","\D800\DDF1","&#x101f1;","PHAISTOS DISC SIGN BEE"
"\D800\DDF2","\D800\DDF2","&#x101f2;","PHAISTOS DISC SIGN PLANE TREE"
"\D800\DDF3","\D800\DDF3","&#x101f3;","PHAISTOS DISC SIGN VINE"
"\D800\DDF4","\D800\DDF4","&#x101f4;","PHAISTOS DISC SIGN PAPYRUS"
"\D800\DDF5","\D800\DDF5","&#x101f5;","PHAISTOS DISC SIGN ROSETTE"
"\D800\DDF6","\D800\DDF6","&#x101f6;","PHAISTOS DISC SIGN LILY"
"\D800\DDF7","\D800\DDF7","&#x101f7;","PHAISTOS DISC SIGN OX BACK"
"\D800\DDF8","\D800\DDF8","&#x101f8;","PHAISTOS DISC SIGN FLUTE"
"\D800\DDF9","\D800\DDF9","&#x101f9;","PHAISTOS DISC SIGN GRATER"
"\D800\DDFA","\D800\DDFA","&#x101fa;","PHAISTOS DISC SIGN STRAINER"
"\D800\DDFB","\D800\DDFB","&#x101fb;","PHAISTOS DISC SIGN SMALL AXE"
"\D800\DDFC","\D800\DDFC","&#x101fc;","PHAISTOS DISC SIGN WAVY BAND"
"\D800\DDFD","\D800\DDFD","&#x101fd;","PHAISTOS DISC SIGN COMBINING OBLIQUE STROKE"
"\D800\DE80","\D800\DE80","&#x10280;","LYCIAN LETTER A"
"\D800\DE81","\D800\DE81","&#x10281;","LYCIAN LETTER E"
"\D800\DE82","\D800\DE82","&#x10282;","LYCIAN LETTER B"
"\D800\DE83","\D800\DE83","&#x10283;","LYCIAN LETTER BH"
"\D800\DE84","\D800\DE84","&#x10284;","LYCIAN LETTER G"
"\D800\DE85","\D800\DE85","&#x10285;","LYCIAN LETTER D"
"\D800\DE86","\D800\DE86","&#x10286;","LYCIAN LETTER I"
"\D800\DE87","\D800\DE87","&#x10287;","LYCIAN LETTER W"
"\D800\DE88","\D800\DE88","&#x10288;","LYCIAN LETTER Z"
"\D800\DE89","\D800\DE89","&#x10289;","LYCIAN LETTER TH"
"\D800\DE8A","\D800\DE8A","&#x1028a;","LYCIAN LETTER J"
"\D800\DE8B","\D800\DE8B","&#x1028b;","LYCIAN LETTER K"
"\D800\DE8C","\D800\DE8C","&#x1028c;","LYCIAN LETTER Q"
"\D800\DE8D","\D800\DE8D","&#x1028d;","LYCIAN LETTER L"
"\D800\DE8E","\D800\DE8E","&#x1028e;","LYCIAN LETTER M"
"\D800\DE8F","\D800\DE8F","&#x1028f;","LYCIAN LETTER N"
"\D800\DE90","\D800\DE90","&#x10290;","LYCIAN LETTER MM"
"\D800\DE91","\D800\DE91","&#x10291;","LYCIAN LETTER NN"
"\D800\DE92","\D800\DE92","&#x10292;","LYCIAN LETTER U"
"\D800\DE93","\D800\DE93","&#x10293;","LYCIAN LETTER P"
"\D800\DE94","\D800\DE94","&#x10294;","LYCIAN LETTER KK"
"\D800\DE95","\D800\DE95","&#x10295;","LYCIAN LETTER R"
"\D800\DE96","\D800\DE96","&#x10296;","LYCIAN LETTER S"
"\D800\DE97","\D800\DE97","&#x10297;","LYCIAN LETTER T"
"\D800\DE98","\D800\DE98","&#x10298;","LYCIAN LETTER TT"
"\D800\DE99","\D800\DE99","&#x10299;","LYCIAN LETTER AN"
"\D800\DE9A","\D800\DE9A","&#x1029a;","LYCIAN LETTER EN"
"\D800\DE9B","\D800\DE9B","&#x1029b;","LYCIAN LETTER H"
"\D800\DE9C","\D800\DE9C","&#x1029c;","LYCIAN LETTER X"
"\D800\DEA0","\D800\DEA0","&#x102a0;","CARIAN LETTER A"
"\D800\DEA1","\D800\DEA1","&#x102a1;","CARIAN LETTER P2"
"\D800\DEA2","\D800\DEA2","&#x102a2;","CARIAN LETTER D"
"\D800\DEA3","\D800\DEA3","&#x102a3;","CARIAN LETTER L"
"\D800\DEA4","\D800\DEA4","&#x102a4;","CARIAN LETTER UUU"
"\D800\DEA5","\D800\DEA5","&#x102a5;","CARIAN LETTER R"
"\D800\DEA6","\D800\DEA6","&#x102a6;","CARIAN LETTER LD"
"\D800\DEA7","\D800\DEA7","&#x102a7;","CARIAN LETTER A2"
"\D800\DEA8","\D800\DEA8","&#x102a8;","CARIAN LETTER Q"
"\D800\DEA9","\D800\DEA9","&#x102a9;","CARIAN LETTER B"
"\D800\DEAA","\D800\DEAA","&#x102aa;","CARIAN LETTER M"
"\D800\DEAB","\D800\DEAB","&#x102ab;","CARIAN LETTER O"
"\D800\DEAC","\D800\DEAC","&#x102ac;","CARIAN LETTER D2"
"\D800\DEAD","\D800\DEAD","&#x102ad;","CARIAN LETTER T"
"\D800\DEAE","\D800\DEAE","&#x102ae;","CARIAN LETTER SH"
"\D800\DEAF","\D800\DEAF","&#x102af;","CARIAN LETTER SH2"
"\D800\DEB0","\D800\DEB0","&#x102b0;","CARIAN LETTER S"
"\D800\DEB1","\D800\DEB1","&#x102b1;","CARIAN LETTER C-18"
"\D800\DEB2","\D800\DEB2","&#x102b2;","CARIAN LETTER U"
"\D800\DEB3","\D800\DEB3","&#x102b3;","CARIAN LETTER NN"
"\D800\DEB4","\D800\DEB4","&#x102b4;","CARIAN LETTER X"
"\D800\DEB5","\D800\DEB5","&#x102b5;","CARIAN LETTER N"
"\D800\DEB6","\D800\DEB6","&#x102b6;","CARIAN LETTER TT2"
"\D800\DEB7","\D800\DEB7","&#x102b7;","CARIAN LETTER P"
"\D800\DEB8","\D800\DEB8","&#x102b8;","CARIAN LETTER SS"
"\D800\DEB9","\D800\DEB9","&#x102b9;","CARIAN LETTER I"
"\D800\DEBA","\D800\DEBA","&#x102ba;","CARIAN LETTER E"
"\D800\DEBB","\D800\DEBB","&#x102bb;","CARIAN LETTER UUUU"
"\D800\DEBC","\D800\DEBC","&#x102bc;","CARIAN LETTER K"
"\D800\DEBD","\D800\DEBD","&#x102bd;","CARIAN LETTER K2"
"\D800\DEBE","\D800\DEBE","&#x102be;","CARIAN LETTER ND"
"\D800\DEBF","\D800\DEBF","&#x102bf;","CARIAN LETTER UU"
"\D800\DEC0","\D800\DEC0","&#x102c0;","CARIAN LETTER G"
"\D800\DEC1","\D800\DEC1","&#x102c1;","CARIAN LETTER G2"
"\D800\DEC2","\D800\DEC2","&#x102c2;","CARIAN LETTER ST"
"\D800\DEC3","\D800\DEC3","&#x102c3;","CARIAN LETTER ST2"
"\D800\DEC4","\D800\DEC4","&#x102c4;","CARIAN LETTER NG"
"\D800\DEC5","\D800\DEC5","&#x102c5;","CARIAN LETTER II"
"\D800\DEC6","\D800\DEC6","&#x102c6;","CARIAN LETTER C-39"
"\D800\DEC7","\D800\DEC7","&#x102c7;","CARIAN LETTER TT"
"\D800\DEC8","\D800\DEC8","&#x102c8;","CARIAN LETTER UUU2"
"\D800\DEC9","\D800\DEC9","&#x102c9;","CARIAN LETTER RR"
"\D800\DECA","\D800\DECA","&#x102ca;","CARIAN LETTER MB"
"\D800\DECB","\D800\DECB","&#x102cb;","CARIAN LETTER MB2"
"\D800\DECC","\D800\DECC","&#x102cc;","CARIAN LETTER MB3"
"\D800\DECD","\D800\DECD","&#x102cd;","CARIAN LETTER MB4"
"\D800\DECE","\D800\DECE","&#x102ce;","CARIAN LETTER LD2"
"\D800\DECF","\D800\DECF","&#x102cf;","CARIAN LETTER E2"
"\D800\DED0","\D800\DED0","&#x102d0;","CARIAN LETTER UUU3"
"\D800\DEE0","\D800\DEE0","&#x102e0;","COPTIC EPACT THOUSANDS MARK"
"\D800\DEE1","\D800\DEE1","&#x102e1;","COPTIC EPACT DIGIT ONE"
"\D800\DEE2","\D800\DEE2","&#x102e2;","COPTIC EPACT DIGIT TWO"
"\D800\DEE3","\D800\DEE3","&#x102e3;","COPTIC EPACT DIGIT THREE"
"\D800\DEE4","\D800\DEE4","&#x102e4;","COPTIC EPACT DIGIT FOUR"
"\D800\DEE5","\D800\DEE5","&#x102e5;","COPTIC EPACT DIGIT FIVE"
"\D800\DEE6","\D800\DEE6","&#x102e6;","COPTIC EPACT DIGIT SIX"
"\D800\DEE7","\D800\DEE7","&#x102e7;","COPTIC EPACT DIGIT SEVEN"
"\D800\DEE8","\D800\DEE8","&#x102e8;","COPTIC EPACT DIGIT EIGHT"
"\D800\DEE9","\D800\DEE9","&#x102e9;","COPTIC EPACT DIGIT NINE"
"\D800\DEEA","\D800\DEEA","&#x102ea;","COPTIC EPACT NUMBER TEN"
"\D800\DEEB","\D800\DEEB","&#x102eb;","COPTIC EPACT NUMBER TWENTY"
"\D800\DEEC","\D800\DEEC","&#x102ec;","COPTIC EPACT NUMBER THIRTY"
"\D800\DEED","\D800\DEED","&#x102ed;","COPTIC EPACT NUMBER FORTY"
"\D800\DEEE","\D800\DEEE","&#x102ee;","COPTIC EPACT NUMBER FIFTY"
"\D800\DEEF","\D800\DEEF","&#x102ef;","COPTIC EPACT NUMBER SIXTY"
"\D800\DEF0","\D800\DEF0","&#x102f0;","COPTIC EPACT NUMBER SEVENTY"
"\D800\DEF1","\D800\DEF1","&#x102f1;","COPTIC EPACT NUMBER EIGHTY"
"\D800\DEF2","\D800\DEF2","&#x102f2;","COPTIC EPACT NUMBER NINETY"
"\D800\DEF3","\D800\DEF3","&#x102f3;","COPTIC EPACT NUMBER ONE HUNDRED"
"\D800\DEF4","\D800\DEF4","&#x102f4;","COPTIC EPACT NUMBER TWO HUNDRED"
"\D800\DEF5","\D800\DEF5","&#x102f5;","COPTIC EPACT NUMBER THREE HUNDRED"
"\D800\DEF6","\D800\DEF6","&#x102f6;","COPTIC EPACT NUMBER FOUR HUNDRED"
"\D800\DEF7","\D800\DEF7","&#x102f7;","COPTIC EPACT NUMBER FIVE HUNDRED"
"\D800\DEF8","\D800\DEF8","&#x102f8;","COPTIC EPACT NUMBER SIX HUNDRED"
"\D800\DEF9","\D800\DEF9","&#x102f9;","COPTIC EPACT NUMBER SEVEN HUNDRED"
"\D800\DEFA","\D800\DEFA","&#x102fa;","COPTIC EPACT NUMBER EIGHT HUNDRED"
"\D800\DEFB","\D800\DEFB","&#x102fb;","COPTIC EPACT NUMBER NINE HUNDRED"
"\D800\DF00","\D800\DF00","&#x10300;","OLD ITALIC LETTER A"
"\D800\DF01","\D800\DF01","&#x10301;","OLD ITALIC LETTER BE"
"\D800\DF02","\D800\DF02","&#x10302;","OLD ITALIC LETTER KE"
"\D800\DF03","\D800\DF03","&#x10303;","OLD ITALIC LETTER DE"
"\D800\DF04","\D800\DF04","&#x10304;","OLD ITALIC LETTER E"
"\D800\DF05","\D800\DF05","&#x10305;","OLD ITALIC LETTER VE"
"\D800\DF06","\D800\DF06","&#x10306;","OLD ITALIC LETTER ZE"
"\D800\DF07","\D800\DF07","&#x10307;","OLD ITALIC LETTER HE"
"\D800\DF08","\D800\DF08","&#x10308;","OLD ITALIC LETTER THE"
"\D800\DF09","\D800\DF09","&#x10309;","OLD ITALIC LETTER I"
"\D800\DF0A","\D800\DF0A","&#x1030a;","OLD ITALIC LETTER KA"
"\D800\DF0B","\D800\DF0B","&#x1030b;","OLD ITALIC LETTER EL"
"\D800\DF0C","\D800\DF0C","&#x1030c;","OLD ITALIC LETTER EM"
"\D800\DF0D","\D800\DF0D","&#x1030d;","OLD ITALIC LETTER EN"
"\D800\DF0E","\D800\DF0E","&#x1030e;","OLD ITALIC LETTER ESH"
"\D800\DF0F","\D800\DF0F","&#x1030f;","OLD ITALIC LETTER O"
"\D800\DF10","\D800\DF10","&#x10310;","OLD ITALIC LETTER PE"
"\D800\DF11","\D800\DF11","&#x10311;","OLD ITALIC LETTER SHE"
"\D800\DF12","\D800\DF12","&#x10312;","OLD ITALIC LETTER KU"
"\D800\DF13","\D800\DF13","&#x10313;","OLD ITALIC LETTER ER"
"\D800\DF14","\D800\DF14","&#x10314;","OLD ITALIC LETTER ES"
"\D800\DF15","\D800\DF15","&#x10315;","OLD ITALIC LETTER TE"
"\D800\DF16","\D800\DF16","&#x10316;","OLD ITALIC LETTER U"
"\D800\DF17","\D800\DF17","&#x10317;","OLD ITALIC LETTER EKS"
"\D800\DF18","\D800\DF18","&#x10318;","OLD ITALIC LETTER PHE"
"\D800\DF19","\D800\DF19","&#x10319;","OLD ITALIC LETTER KHE"
"\D800\DF1A","\D800\DF1A","&#x1031a;","OLD ITALIC LETTER EF"
"\D800\DF1B","\D800\DF1B","&#x1031b;","OLD ITALIC LETTER ERS"
"\D800\DF1C","\D800\DF1C","&#x1031c;","OLD ITALIC LETTER CHE"
"\D800\DF1D","\D800\DF1D","&#x1031d;","OLD ITALIC LETTER II"
"\D800\DF1E","\D800\DF1E","&#x1031e;","OLD ITALIC LETTER UU"
"\D800\DF1F","\D800\DF1F","&#x1031f;","OLD ITALIC LETTER ESS"
"\D800\DF20","\D800\DF20","&#x10320;","OLD ITALIC NUMERAL ONE"
"\D800\DF21","\D800\DF21","&#x10321;","OLD ITALIC NUMERAL FIVE"
"\D800\DF22","\D800\DF22","&#x10322;","OLD ITALIC NUMERAL TEN"
"\D800\DF23","\D800\DF23","&#x10323;","OLD ITALIC NUMERAL FIFTY"
"\D800\DF2D","\D800\DF2D","&#x1032d;","OLD ITALIC LETTER YE"
"\D800\DF2E","\D800\DF2E","&#x1032e;","OLD ITALIC LETTER NORTHERN TSE"
"\D800\DF2F","\D800\DF2F","&#x1032f;","OLD ITALIC LETTER SOUTHERN TSE"
"\D800\DF30","\D800\DF30","&#x10330;","GOTHIC LETTER AHSA"
"\D800\DF31","\D800\DF31","&#x10331;","GOTHIC LETTER BAIRKAN"
"\D800\DF32","\D800\DF32","&#x10332;","GOTHIC LETTER GIBA"
"\D800\DF33","\D800\DF33","&#x10333;","GOTHIC LETTER DAGS"
"\D800\DF34","\D800\DF34","&#x10334;","GOTHIC LETTER AIHVUS"
"\D800\DF35","\D800\DF35","&#x10335;","GOTHIC LETTER QAIRTHRA"
"\D800\DF36","\D800\DF36","&#x10336;","GOTHIC LETTER IUJA"
"\D800\DF37","\D800\DF37","&#x10337;","GOTHIC LETTER HAGL"
"\D800\DF38","\D800\DF38","&#x10338;","GOTHIC LETTER THIUTH"
"\D800\DF39","\D800\DF39","&#x10339;","GOTHIC LETTER EIS"
"\D800\DF3A","\D800\DF3A","&#x1033a;","GOTHIC LETTER KUSMA"
"\D800\DF3B","\D800\DF3B","&#x1033b;","GOTHIC LETTER LAGUS"
"\D800\DF3C","\D800\DF3C","&#x1033c;","GOTHIC LETTER MANNA"
"\D800\DF3D","\D800\DF3D","&#x1033d;","GOTHIC LETTER NAUTHS"
"\D800\DF3E","\D800\DF3E","&#x1033e;","GOTHIC LETTER JER"
"\D800\DF3F","\D800\DF3F","&#x1033f;","GOTHIC LETTER URUS"
"\D800\DF40","\D800\DF40","&#x10340;","GOTHIC LETTER PAIRTHRA"
"\D800\DF41","\D800\DF41","&#x10341;","GOTHIC LETTER NINETY"
"\D800\DF42","\D800\DF42","&#x10342;","GOTHIC LETTER RAIDA"
"\D800\DF43","\D800\DF43","&#x10343;","GOTHIC LETTER SAUIL"
"\D800\DF44","\D800\DF44","&#x10344;","GOTHIC LETTER TEIWS"
"\D800\DF45","\D800\DF45","&#x10345;","GOTHIC LETTER WINJA"
"\D800\DF46","\D800\DF46","&#x10346;","GOTHIC LETTER FAIHU"
"\D800\DF47","\D800\DF47","&#x10347;","GOTHIC LETTER IGGWS"
"\D800\DF48","\D800\DF48","&#x10348;","GOTHIC LETTER HWAIR"
"\D800\DF49","\D800\DF49","&#x10349;","GOTHIC LETTER OTHAL"
"\D800\DF4A","\D800\DF4A","&#x1034a;","GOTHIC LETTER NINE HUNDRED"
"\D800\DF50","\D800\DF50","&#x10350;","OLD PERMIC LETTER AN"
"\D800\DF51","\D800\DF51","&#x10351;","OLD PERMIC LETTER BUR"
"\D800\DF52","\D800\DF52","&#x10352;","OLD PERMIC LETTER GAI"
"\D800\DF53","\D800\DF53","&#x10353;","OLD PERMIC LETTER DOI"
"\D800\DF54","\D800\DF54","&#x10354;","OLD PERMIC LETTER E"
"\D800\DF55","\D800\DF55","&#x10355;","OLD PERMIC LETTER ZHOI"
"\D800\DF56","\D800\DF56","&#x10356;","OLD PERMIC LETTER DZHOI"
"\D800\DF57","\D800\DF57","&#x10357;","OLD PERMIC LETTER ZATA"
"\D800\DF58","\D800\DF58","&#x10358;","OLD PERMIC LETTER DZITA"
"\D800\DF59","\D800\DF59","&#x10359;","OLD PERMIC LETTER I"
"\D800\DF5A","\D800\DF5A","&#x1035a;","OLD PERMIC LETTER KOKE"
"\D800\DF5B","\D800\DF5B","&#x1035b;","OLD PERMIC LETTER LEI"
"\D800\DF5C","\D800\DF5C","&#x1035c;","OLD PERMIC LETTER MENOE"
"\D800\DF5D","\D800\DF5D","&#x1035d;","OLD PERMIC LETTER NENOE"
"\D800\DF5E","\D800\DF5E","&#x1035e;","OLD PERMIC LETTER VOOI"
"\D800\DF5F","\D800\DF5F","&#x1035f;","OLD PERMIC LETTER PEEI"
"\D800\DF60","\D800\DF60","&#x10360;","OLD PERMIC LETTER REI"
"\D800\DF61","\D800\DF61","&#x10361;","OLD PERMIC LETTER SII"
"\D800\DF62","\D800\DF62","&#x10362;","OLD PERMIC LETTER TAI"
"\D800\DF63","\D800\DF63","&#x10363;","OLD PERMIC LETTER U"
"\D800\DF64","\D800\DF64","&#x10364;","OLD PERMIC LETTER CHERY"
"\D800\DF65","\D800\DF65","&#x10365;","OLD PERMIC LETTER SHOOI"
"\D800\DF66","\D800\DF66","&#x10366;","OLD PERMIC LETTER SHCHOOI"
"\D800\DF67","\D800\DF67","&#x10367;","OLD PERMIC LETTER YRY"
"\D800\DF68","\D800\DF68","&#x10368;","OLD PERMIC LETTER YERU"
"\D800\DF69","\D800\DF69","&#x10369;","OLD PERMIC LETTER O"
"\D800\DF6A","\D800\DF6A","&#x1036a;","OLD PERMIC LETTER OO"
"\D800\DF6B","\D800\DF6B","&#x1036b;","OLD PERMIC LETTER EF"
"\D800\DF6C","\D800\DF6C","&#x1036c;","OLD PERMIC LETTER HA"
"\D800\DF6D","\D800\DF6D","&#x1036d;","OLD PERMIC LETTER TSIU"
"\D800\DF6E","\D800\DF6E","&#x1036e;","OLD PERMIC LETTER VER"
"\D800\DF6F","\D800\DF6F","&#x1036f;","OLD PERMIC LETTER YER"
"\D800\DF70","\D800\DF70","&#x10370;","OLD PERMIC LETTER YERI"
"\D800\DF71","\D800\DF71","&#x10371;","OLD PERMIC LETTER YAT"
"\D800\DF72","\D800\DF72","&#x10372;","OLD PERMIC LETTER IE"
"\D800\DF73","\D800\DF73","&#x10373;","OLD PERMIC LETTER YU"
